Données de la station météo du campus de la Gaillarde (Montpellier SupAgro - INRA) entre le 2021-1-1 0:00 et le 2022-12-31 23:00.
longitude : 3°51'22'' Est
lattitude : 43°37'4'' Nord
altitude : 40m

jour heure (GMT),Tmoy (°C),RH (%),Vent (m/s),Précipitations (mm),Rg (J/cm²)
2022-08-15 08:00:00,27.02,44.27,0.06,0,143.6
2022-08-15 09:00:00,28.35,36.27,0.382,0,211.7
2022-08-15 10:00:00,29.81,33.82,0.621,0,234.9
2022-08-15 11:00:00,29.72,28.81,0.914,0,277.5
2022-08-15 12:00:00,31.8,29.75,0.92,0,312.1
2022-08-15 13:00:00,29.49,34.41,2.082,0,264.7
2022-08-15 14:00:00,29.56,43.94,2.513,0,282.9
2022-08-15 15:00:00,30.11,38,2.127,0,237
2022-08-15 16:00:00,28.83,36.58,2.1,0,172.4
2022-08-15 17:00:00,30.25,36.65,1.643,0,111.4
2022-08-15 18:00:00,28.44,35.03,1.135,0,48.27
2022-08-15 19:00:00,28.06,44.18,0.234,0,5.157
2022-08-15 20:00:00,25.92,43.72,0,0,-1.397
2022-08-15 21:00:00,25.12,50.84,0,0,-1.358
2022-08-15 22:00:00,25.14,41.44,0,0,-0.898
2022-08-15 23:00:00,23.92,46.05,0,0,-1.128
2022-08-16 00:00:00,24.06,44.08,0.012,0,-0.763
2022-08-16 01:00:00,22.84,48.55,0.006,0,-1.184
2022-08-16 02:00:00,22.99,46.26,0.016,0,-0.62
2022-08-16 03:00:00,22.18,49.51,0,0,-0.874
2022-08-16 04:00:00,20.22,54.06,0,0,-1.247
2022-08-16 05:00:00,19.54,55.61,0,0,-0.119
2022-08-16 06:00:00,21.1,49.65,0,0,17.92
2022-08-16 07:00:00,25.89,41.04,0.018,0,79.2
2022-08-16 08:00:00,27.82,37.16,0.193,0,145.4
2022-08-16 09:00:00,29.56,32.82,0.802,0,206.3
2022-08-16 10:00:00,30.82,31.72,0.903,0,251.3
2022-08-16 11:00:00,30.87,28.94,1.577,0,258.5
2022-08-16 12:00:00,31.32,32.11,2.08,0,315.2
2022-08-16 13:00:00,30.64,33.67,2.421,0,294.4
2022-08-16 14:00:00,28.77,46.99,2.437,0,167.6
2022-08-16 15:00:00,28.24,44.03,2.277,0,184
2022-08-16 16:00:00,27.83,50.65,2.41,0,160.5
2022-08-16 17:00:00,26.29,59.59,2.162,0,61.33
2022-08-16 18:00:00,25.91,62.12,1.675,0,18.47
2022-08-16 19:00:00,26.53,69.91,1.293,0,0.683
2022-08-16 20:00:00,20.11,72.6,1.95,4,-0.865
2022-08-16 21:00:00,18.79,82,1.721,22,-0.365
2022-08-16 22:00:00,19.47,84.3,0.722,19,-0.302
2022-08-16 23:00:00,19.95,86,0.141,0.5,-0.477
2022-08-17 00:00:00,19.54,85.4,0.092,0,-0.501
2022-08-17 01:00:00,19.14,84.2,0.074,0,-0.493
2022-08-17 02:00:00,18.8,85.3,0.039,0,-0.477
2022-08-17 03:00:00,19.28,80.3,0,0,-0.477
2022-08-17 04:00:00,19.54,79.9,0.17,0,-0.461
2022-08-17 05:00:00,19.2,84.7,0.031,0,-0.294
2022-08-17 06:00:00,20.02,83.3,0.009,0,9.66
2022-08-17 07:00:00,21.5,76.6,0.011,0,61.14
2022-08-17 08:00:00,23.45,67.31,0.053,0,92.5
2022-08-17 09:00:00,25.53,55.58,0.532,0,153.1
2022-08-17 10:00:00,25.3,60.63,0.422,0,83.6
2022-08-17 11:00:00,25.5,57.05,0.134,0,67.69
2022-08-17 12:00:00,25.37,59.48,0.005,0,43.41
2022-08-17 13:00:00,25.03,60.36,0.982,0,115.3
2022-08-17 14:00:00,23.88,55.56,1.853,0,166.5
2022-08-17 15:00:00,26.77,51.21,1.241,0,208.7
2022-08-17 16:00:00,26.22,50.73,0.872,0,130.7
2022-08-17 17:00:00,22.11,69.28,0.622,11.5,10.05
2022-08-17 18:00:00,19.58,81.3,0.749,23,5.058
2022-08-17 19:00:00,19.27,81.9,0.332,0,1.509
2022-08-17 20:00:00,17.71,80.8,0.618,0,-0.381
2022-08-17 21:00:00,17.59,82.5,0.793,0,-0.477
2022-08-17 22:00:00,17.46,79.3,0.435,0,-0.556
2022-08-17 23:00:00,17.53,78.3,0.128,0,-0.691
2022-08-18 00:00:00,17.19,78.3,0.072,0,-0.914
2022-08-18 01:00:00,17.73,78.8,0,0,-0.692
2022-08-18 02:00:00,17.19,77.3,0,0,-0.723
2022-08-18 03:00:00,16.99,78.1,0.027,0,-1.288
2022-08-18 04:00:00,16.92,79.5,0,0,-0.684
2022-08-18 05:00:00,16.38,79.9,0.004,0,-0.469
2022-08-18 06:00:00,16.78,80.2,0,0,8.51
2022-08-18 07:00:00,17.39,78.3,0.02,0,19.93
2022-08-18 08:00:00,19.82,69.58,0.048,0,65.99
2022-08-18 09:00:00,22.24,49.17,1.721,0,77.8
2022-08-18 10:00:00,22.57,49.7,1.212,0,57.02
2022-08-18 11:00:00,23.7,45.63,1.485,0,105.9
2022-08-18 12:00:00,23.09,48.6,1.281,0,54.14
2022-08-18 13:00:00,23.09,49.55,0.733,0,50.1
2022-08-18 14:00:00,22.82,52.87,0.462,0,43.1
2022-08-18 15:00:00,24.66,56.67,0.147,0,57.63
2022-08-18 16:00:00,27.34,40.27,1.606,0,137.6
2022-08-18 17:00:00,26.93,37.9,2.428,0,86.5
2022-08-18 18:00:00,25.51,42.84,2.531,0,26.73
2022-08-18 19:00:00,24.65,45.22,2.434,0,3.39
2022-08-18 20:00:00,23.17,42.99,2.192,0,-0.492
2022-08-18 21:00:00,23.65,49.3,1.624,0,-0.485
2022-08-18 22:00:00,20.81,56,1.332,0,-0.818
2022-08-18 23:00:00,21.36,51.27,2.056,0,-0.27
2022-08-19 00:00:00,22.11,47.14,2.501,0,-0.477
2022-08-19 01:00:00,21.22,53.63,2.367,0,-0.699
2022-08-19 02:00:00,21.5,50.59,2.199,0,-0.477
2022-08-19 03:00:00,22.44,52.48,2.234,0,-0.477
2022-08-19 04:00:00,22.3,52.89,2.229,0,-0.477
2022-08-19 05:00:00,21.97,54.18,2.866,0,-0.183
2022-08-19 06:00:00,22.37,52.82,2.854,0,18.35
2022-08-19 07:00:00,23.59,48.69,2.921,0,88.4
2022-08-19 08:00:00,24.92,43.19,2.956,0,153.2
2022-08-19 09:00:00,26.2,39.67,2.772,0,214.8
2022-08-19 10:00:00,27.81,28.35,2.354,0,261.2
2022-08-19 11:00:00,29.68,30.98,1.595,0,285.7
2022-08-19 12:00:00,29.26,32.26,2.159,0,259.8
2022-08-19 13:00:00,29.65,28.74,2.299,0,216.9
2022-08-19 14:00:00,31.67,25.69,1.589,0,276.9
2022-08-19 15:00:00,32.06,23.26,1.672,0,216.5
2022-08-19 16:00:00,31.32,28.33,1.632,0,173
2022-08-19 17:00:00,29.84,33.2,2.35,0,116
2022-08-19 18:00:00,27.9,38.08,2.592,0,48.69
2022-08-19 19:00:00,26.18,43.71,2.3,0,3.047
2022-08-19 20:00:00,25.26,47.05,1.597,0,-1.167
2022-08-19 21:00:00,23.78,44.55,1.444,0,-1.096
2022-08-19 22:00:00,23.25,46.52,1.345,0,-1.056
2022-08-19 23:00:00,23.59,54.31,1.311,0,-0.945
2022-08-20 00:00:00,23.38,54.51,1.134,0,-0.818
2022-08-20 01:00:00,21.96,52.14,0.334,0,-0.938
2022-08-20 02:00:00,22.38,50.12,0.642,0,-0.659
2022-08-20 03:00:00,21.77,51.47,0.94,0,-0.795
2022-08-20 04:00:00,21.03,54.53,0.351,0,-1.057
2022-08-20 05:00:00,19.41,62.05,0.005,0,-0.683
2022-08-20 06:00:00,22.39,60.76,0,0,19.58
2022-08-20 07:00:00,25.75,45.98,0.141,0,84.5
2022-08-20 08:00:00,27.48,39.05,0.598,0,152.7
2022-08-20 09:00:00,27.87,28.9,1.11,0,211.9
2022-08-20 10:00:00,30.69,29.63,0.716,0,261
2022-08-20 11:00:00,31.89,29.08,0.8,0,292.3
2022-08-20 12:00:00,31.79,22.31,0.874,0,306.1
2022-08-20 13:00:00,33.47,23.39,1.195,0,284.4
2022-08-20 14:00:00,34.21,21.83,0.965,0,250.6
2022-08-20 15:00:00,33.59,21.83,0.428,0,184.8
2022-08-20 16:00:00,33.74,20.48,0.571,0,139.8
2022-08-20 17:00:00,33,22.1,0.618,0,99
2022-08-20 18:00:00,30.92,28.53,0.193,0,40.71
2022-08-20 19:00:00,28.79,30.17,0.298,0,2.76
2022-08-20 20:00:00,27.2,34.31,0.006,0,-1.159
2022-08-20 21:00:00,25.05,35.2,0.001,0,-1.167
2022-08-20 22:00:00,25.14,42.66,0.029,0,-1.064
2022-08-20 23:00:00,22.5,45.78,0,0,-1.223
2022-08-21 00:00:00,24.07,45.78,0.006,0,-0.596
2022-08-21 01:00:00,23.12,48.09,0.124,0,-0.874
2022-08-21 02:00:00,21.5,46.6,0.202,0,-0.882
2022-08-21 03:00:00,20.56,50.94,0.012,0,-1.081
2022-08-21 04:00:00,20.9,48.98,0.353,0,-0.858
2022-08-21 05:00:00,19.41,55.34,0.001,0,-0.842
2022-08-21 06:00:00,21.85,56.5,0.103,0,20.98
2022-08-21 07:00:00,26.36,42.93,0.198,0,84.9
2022-08-21 08:00:00,27.82,35.74,0.24,0,152.9
2022-08-21 09:00:00,29.63,30.38,0.37,0,207.9
2022-08-21 10:00:00,30.76,29.29,0.519,0,238.8
2022-08-21 11:00:00,31.55,24.35,0.466,0,249.1
2022-08-21 12:00:00,32.21,19.54,0.897,0,249
2022-08-21 13:00:00,32.67,16.56,2.056,0,246.6
2022-08-21 14:00:00,32.66,18.05,1.831,0,243.9
2022-08-21 15:00:00,32.48,20.42,2.34,0,132.8
2022-08-21 16:00:00,31.14,23.4,2.295,0,102.1
2022-08-21 17:00:00,31.14,21.71,2.351,0,112.1
2022-08-21 18:00:00,30.14,25.9,2.054,0,41.86
2022-08-21 19:00:00,27.46,28.62,1.25,0,1.92
2022-08-21 20:00:00,27.95,33.3,1.203,0,-0.826
2022-08-21 21:00:00,27.22,36.49,1.674,0,-0.929
2022-08-21 22:00:00,25.26,37.43,1.182,0,-0.961
2022-08-21 23:00:00,25.66,44.81,1.299,0,-0.961
2022-08-22 00:00:00,25.06,46.99,1.127,0,-1.04
2022-08-22 01:00:00,24.26,49.23,1.185,0,-1.017
2022-08-22 02:00:00,23.72,50.92,0.78,0,-1.048
2022-08-22 03:00:00,22.3,47,0.831,0,-0.985
2022-08-22 04:00:00,21.36,51,1.04,0,-0.977
2022-08-22 05:00:00,21.7,50.93,1.505,0,-0.334
2022-08-22 06:00:00,23.25,53.91,1.629,0,20.45
2022-08-22 07:00:00,24.87,48.14,2.068,0,81.7
2022-08-22 08:00:00,25.93,37.43,1.756,0,155.5
2022-08-22 09:00:00,28.21,37.62,1.418,0,209.9
2022-08-22 10:00:00,29.61,33.55,1.12,0,254.9
2022-08-22 11:00:00,30.68,29.89,1.129,0,209.7
2022-08-22 12:00:00,32.69,26.24,1.391,0,289.5
2022-08-22 13:00:00,32.26,27.31,1.68,0,315.4
2022-08-22 14:00:00,32.06,28.19,1.991,0,241.4
2022-08-22 15:00:00,32.47,28.66,1.989,0,221.5
2022-08-22 16:00:00,32.13,27.11,1.754,0,151.7
2022-08-22 17:00:00,32.07,27.38,1.175,0,33.63
2022-08-22 18:00:00,29.04,27.66,2.181,0,43.41
2022-08-22 19:00:00,26.98,37.01,1.956,0,1.531
2022-08-22 20:00:00,27.07,42.91,2.068,0,-1.167
2022-08-22 21:00:00,25.93,46.37,1.821,0,-1.175
2022-08-22 22:00:00,24.17,45.76,1.986,0,-1.056
2022-08-22 23:00:00,24.87,52.61,1.866,0,-1.033
2022-08-23 00:00:00,23.38,49.57,1.692,0,-1.001
2022-08-23 01:00:00,22.77,51.74,1.345,0,-1.136
2022-08-23 02:00:00,22.71,51.8,0.953,0,-0.93
2022-08-23 03:00:00,23.52,56.88,0.636,0,-0.922
2022-08-23 04:00:00,21.97,53.77,0.983,0,-1.089
2022-08-23 05:00:00,21.5,58.92,0.175,0,-0.842
2022-08-23 06:00:00,22.46,53.78,0.157,0,18.85
2022-08-23 07:00:00,24.8,44.28,0.92,0,81
2022-08-23 08:00:00,27.62,41.96,1.617,0,150.1
2022-08-23 09:00:00,30.65,30.18,0.951,0,211.4
2022-08-23 10:00:00,30.89,23,0.982,0,264
2022-08-23 11:00:00,31.61,21.91,0.908,0,270.5
2022-08-23 12:00:00,33.35,23.05,1.072,0,292.6
2022-08-23 13:00:00,34.49,21.02,0.849,0,289.6
2022-08-23 14:00:00,33.8,21.9,1.15,0,250.5
2022-08-23 15:00:00,35.08,20.81,0.834,0,224.4
2022-08-23 16:00:00,35.08,22.03,0.644,0,171.4
2022-08-23 17:00:00,33.86,21.83,0.52,0,102.9
2022-08-23 18:00:00,31.31,28.93,0.542,0,37.8
2022-08-23 19:00:00,28.92,35.98,0.086,0,1.308
2022-08-23 20:00:00,26.93,43.31,0,0,-1.429
2022-08-23 21:00:00,25.46,50.57,0,0,-1.247
2022-08-23 22:00:00,24.06,45.71,0,0,-1.136
2022-08-23 23:00:00,23.31,46.93,0,0,-0.913
2022-08-24 00:00:00,22.37,52.55,0,0,-1.247
2022-08-24 01:00:00,22.31,50.19,0,0,-0.731
2022-08-24 02:00:00,23.06,53.31,0.001,0,-0.572
2022-08-24 03:00:00,22.86,53.65,0.028,0,-0.596
2022-08-24 04:00:00,22.25,55.68,0,0,-0.882
2022-08-24 05:00:00,21.03,59.34,0,0,-0.795
2022-08-24 06:00:00,23.13,56.43,0,0,20.18
2022-08-24 07:00:00,26.7,44.08,0.074,0,78.5
2022-08-24 08:00:00,29.57,33.03,0.023,0,141.5
2022-08-24 09:00:00,30.23,22.93,0.475,0,207.8
2022-08-24 10:00:00,32.16,25.36,0.777,0,261.5
2022-08-24 11:00:00,32.21,28.67,0.962,0,289.6
2022-08-24 12:00:00,33.14,27.04,0.907,0,298.9
2022-08-24 14:00:00,30.64,31.94,0,0.5,4.183
2022-08-24 15:00:00,-53.87,-12.24,0.029,0.5,-339.8
2022-08-25 13:00:00,29.92,44.09,1.928,0.5,166.9
2022-08-25 14:00:00,28.03,45.51,1.767,0,149.2
2022-08-25 15:00:00,27.37,47.62,1.692,0,79.7
2022-08-25 16:00:00,27.78,53.64,1.529,0,80.7
2022-08-25 17:00:00,27.31,57.84,1.276,0,65.89
